	V350166995_163.27	V350166995_164_1	V350166995_166.87	V350166995_168.28	V350166995_169_4	V350166995_57_4	V350166995_72.48	V350166995_86.77	V350174473_26_1	V350174473_37.114	V350174473_42.57	V350174473_52.35	V350174473_66.56	V350174473_72.72_sub	V350181201_19_1	V350181201_30_2	V350181201_31.45	V350181201_44_2	V350181262_107.4	V350181262_108_1	V350181262_110_3	V350181262_117_2	V350181262_130_7	V350181262_134_29	V350181262_140_9	V350181262_142_6	V350181262_145_2	V350181262_149_1	V350181262_150_0	V350181262_158_8	V350181262_160_0	V350181262_98.46	V350181262_99.39	V350181321_113_0	V350181321_126_25	V350181321_132_0	V350181321_139_33	V350181323_162_0	V350181323_32_0	V350181323_34_8	V350181323_49_5	V350181323_51.95
V350174473_42.57	2623248.0	3061030.0	2623424.0	2512048.0	2645885.0	2637528.0	2526614.0	2629359.0	2665096.0	2929409.0	3438454.0	2979035.0	2578667.0	2566781.0	2552893.0	2601714.0	2514352.0	2984615.0	3000667.0	2582464.0	2612639.0	2889305.0	2553441.0	2610399.0	2710628.0	2601122.0	2664983.0	2845686.0	2598115.0	2587343.0	3161644.0	2563603.0	2709086.0	2708264.0	2456798.0	2581200.0	2550486.0	2651780.0	2646120.0	2550071.0	2643639.0	2678709.0
V350174473_52.35	2603766.0	3020014.0	2520008.0	2459069.0	2593614.0	2583142.0	2479048.0	2605925.0	2592869.0	2935758.0	2980218.0	3496591.0	2513782.0	2511348.0	2473900.0	2544826.0	2473326.0	2900672.0	2915837.0	2457354.0	2541849.0	2914992.0	2500903.0	2578387.0	2559226.0	2535576.0	2563759.0	2810904.0	2528063.0	2530641.0	3051625.0	2512174.0	2595030.0	2606367.0	2399156.0	2504660.0	2477295.0	2561742.0	2576494.0	2493132.0	2590626.0	2587378.0
V350174473_66.56	2791260.0	2545932.0	2625761.0	2550978.0	2904241.0	2871201.0	2584583.0	2687655.0	2700914.0	2582348.0	2577036.0	2512311.0	3011525.0	2683534.0	2562613.0	2849266.0	2586804.0	2542230.0	2570400.0	2594221.0	2684866.0	2590090.0	2560938.0	2716374.0	2717238.0	2674748.0	2703848.0	2518228.0	2701702.0	2813012.0	2575534.0	2597528.0	2951445.0	2977411.0	2437842.0	2617467.0	2584222.0	2895331.0	2909799.0	2754918.0	2757891.0	2850785.0
V350174473_72.72_sub	2665667.0	2561211.0	2567764.0	2548536.0	2783899.0	2775420.0	2547256.0	2626211.0	2620830.0	2536184.0	2571889.0	2515570.0	2689188.0	2888416.0	2559112.0	2745485.0	2513489.0	2547003.0	2562744.0	2538224.0	2626258.0	2528956.0	2567377.0	2779738.0	2627581.0	2617481.0	2624423.0	2439604.0	2589596.0	2715949.0	2584713.0	2581012.0	2767772.0	2790112.0	2451172.0	2555306.0	2565099.0	2739609.0	2770512.0	2673082.0	2760561.0	2710492.0
V350181201_19_1	2637678.0	2530608.0	2824700.0	2619294.0	2709174.0	2699082.0	2683535.0	2810062.0	2831635.0	2546387.0	2550593.0	2472290.0	2561775.0	2552412.0	2982543.0	2628276.0	2802693.0	2490968.0	2542877.0	2666536.0	2865455.0	2577909.0	2582081.0	2585189.0	2852044.0	2860991.0	2840891.0	2517791.0	2804907.0	2574714.0	2544216.0	2592136.0	2666248.0	2742490.0	2541959.0	2720879.0	2777215.0	2680553.0	2683123.0	2552877.0	2616862.0	2715924.0
V350181201_30_2	2793258.0	2591099.0	2617250.0	2573233.0	2960086.0	2944042.0	2587087.0	2702728.0	2666711.0	2622119.0	2604422.0	2546412.0	2852377.0	2742651.0	2630018.0	3035550.0	2597726.0	2585163.0	2612534.0	2602345.0	2685622.0	2602405.0	2629614.0	2768200.0	2702836.0	2674665.0	2708170.0	2518470.0	2687076.0	2857608.0	2612359.0	2618345.0	2964758.0	2975598.0	2473287.0	2617144.0	2608448.0	2940433.0	2935879.0	2811231.0	2863536.0	2848857.0
V350181201_31.45	2695960.0	2492858.0	2800867.0	2605267.0	2694878.0	2672551.0	2686497.0	2819275.0	2824642.0	2553648.0	2511810.0	2471338.0	2585321.0	2506987.0	2803246.0	2594239.0	3065441.0	2452498.0	2508036.0	2694006.0	2887882.0	2569563.0	2529044.0	2540469.0	2897549.0	2862822.0	2925864.0	2488727.0	2810140.0	2556480.0	2523063.0	2564783.0	2680681.0	2749327.0	2522378.0	2784011.0	2749278.0	2686206.0	2692027.0	2549765.0	2576371.0	2751351.0
V350181201_44_2	2542599.0	2958869.0	2526400.0	2467916.0	2633119.0	2620221.0	2474274.0	2584338.0	2558072.0	2890255.0	2987875.0	2902644.0	2550133.0	2547422.0	2499513.0	2589987.0	2460921.0	3304874.0	2949493.0	2495684.0	2567530.0	2873001.0	2519585.0	2573903.0	2601863.0	2556824.0	2574200.0	2769478.0	2597115.0	2562068.0	2991016.0	2529462.0	2621498.0	2663250.0	2396092.0	2511914.0	2491137.0	2593287.0	2615301.0	2529500.0	2603010.0	2595163.0
V350181262_107.4	2610250.0	3061047.0	2575317.0	2505856.0	2658090.0	2644769.0	2534590.0	2621906.0	2629984.0	2905221.0	3000902.0	2914721.0	2571978.0	2558305.0	2545268.0	2610552.0	2508755.0	2947486.0	3479342.0	2524017.0	2615407.0	2899822.0	2546309.0	2600311.0	2629342.0	2602246.0	2623566.0	2802234.0	2590839.0	2594793.0	3173586.0	2560958.0	2681584.0	2723497.0	2447598.0	2562388.0	2536312.0	2624905.0	2652405.0	2592264.0	2633999.0	2675301.0
V350181262_108_1	2652585.0	2532674.0	2797246.0	2630717.0	2638728.0	2625411.0	2594679.0	2795012.0	2804207.0	2631662.0	2581500.0	2456957.0	2594532.0	2533173.0	2667706.0	2599591.0	2695038.0	2488032.0	2524205.0	3061372.0	2794390.0	2564983.0	2533546.0	2552678.0	3047152.0	2787424.0	2842219.0	2538163.0	2764666.0	2562975.0	2558550.0	2556991.0	2736580.0	2714336.0	2493990.0	2783261.0	2654148.0	2688247.0	2692634.0	2544497.0	2586175.0	2665515.0
V350181262_110_3	2754011.0	2602548.0	2951286.0	2736912.0	2780373.0	2765758.0	2785340.0	2958792.0	2989971.0	2644766.0	2610387.0	2540160.0	2684239.0	2619812.0	2864989.0	2681664.0	2888034.0	2562552.0	2613720.0	2792577.0	3108571.0	2678115.0	2640823.0	2653316.0	2988063.0	3058792.0	2988617.0	2620875.0	2987050.0	2646909.0	2614886.0	2667382.0	2812030.0	2843314.0	2588259.0	2859731.0	2879335.0	2759310.0	2747916.0	2642265.0	2677865.0	2826958.0
V350181262_117_2	2663854.0	2976027.0	2637241.0	2521038.0	2696413.0	2679672.0	2535435.0	2649032.0	2651866.0	3177189.0	2892004.0	2919817.0	2594532.0	2526891.0	2581916.0	2603790.0	2573895.0	2869312.0	2903793.0	2568133.0	2682759.0	3332978.0	2540291.0	2572919.0	2647717.0	2674857.0	2647328.0	3159630.0	2669664.0	2587504.0	2978703.0	2556439.0	2675407.0	2728835.0	2441532.0	2576501.0	2581844.0	2682632.0	2637890.0	2534479.0	2603797.0	2697811.0
V350181262_130_7	2581508.0	2518443.0	2586779.0	2532843.0	2658252.0	2651233.0	2544239.0	2654832.0	2639119.0	2546384.0	2551978.0	2499595.0	2560228.0	2561290.0	2582713.0	2625698.0	2529680.0	2515074.0	2545037.0	2532919.0	2641333.0	2535601.0	2859675.0	2605800.0	2654649.0	2634195.0	2645659.0	2458256.0	2635255.0	2579608.0	2560734.0	2804618.0	2643059.0	2663365.0	2485424.0	2644542.0	2573217.0	2602652.0	2632204.0	2544691.0	2665034.0	2607123.0
V350181262_134_29	2671355.0	2609988.0	2586578.0	2568599.0	2810740.0	2802847.0	2578585.0	2652152.0	2673104.0	2575857.0	2613401.0	2580442.0	2720375.0	2777323.0	2591570.0	2769024.0	2545311.0	2572795.0	2602879.0	2556017.0	2658225.0	2571878.0	2610158.0	3001510.0	2652774.0	2649714.0	2650015.0	2478866.0	2626815.0	2748040.0	2605543.0	2612639.0	2794685.0	2814031.0	2480657.0	2586062.0	2589932.0	2762164.0	2794928.0	2691505.0	2818441.0	2730347.0
V350181262_140_9	2763836.0	2610692.0	3015619.0	2751650.0	2738665.0	2723437.0	2767337.0	2987970.0	3044060.0	2743797.0	2709225.0	2557404.0	2715462.0	2621174.0	2852189.0	2699326.0	2897328.0	2593414.0	2628832.0	3046113.0	2988927.0	2643258.0	2654397.0	2648033.0	3364833.0	2994987.0	3101009.0	2654751.0	2973276.0	2661947.0	2665023.0	2677281.0	2882825.0	2845121.0	2597563.0	2967399.0	2846826.0	2790776.0	2805230.0	2654577.0	2684684.0	2844427.0
V350181262_142_6	2748333.0	2589830.0	2968861.0	2747604.0	2769001.0	2755667.0	2769083.0	2962125.0	2961938.0	2630919.0	2599710.0	2534195.0	2674158.0	2611713.0	2861070.0	2671423.0	2863542.0	2548915.0	2600993.0	2786175.0	3059387.0	2670682.0	2634472.0	2645475.0	2994693.0	3107650.0	2974011.0	2607987.0	2980171.0	2636618.0	2599080.0	2663418.0	2804749.0	2832644.0	2588983.0	2842228.0	2868611.0	2747422.0	2738465.0	2638532.0	2671055.0	2824322.0
V350181262_145_2	2773170.0	2597754.0	2917922.0	2732011.0	2762922.0	2739459.0	2765399.0	2986419.0	3011464.0	2744283.0	2662307.0	2562968.0	2702268.0	2618473.0	2842269.0	2705117.0	2926543.0	2569517.0	2622709.0	2841198.0	2989046.0	2644709.0	2645233.0	2645401.0	3101842.0	2974091.0	3260268.0	2617115.0	2913959.0	2679958.0	2645925.0	2670696.0	2878544.0	2856017.0	2592889.0	2943977.0	2843276.0	2791398.0	2813953.0	2647643.0	2701720.0	2851748.0
V350181262_149_1	2616708.0	2859421.0	2622587.0	2442412.0	2614371.0	2594686.0	2450276.0	2581633.0	2636442.0	3170427.0	2845975.0	2811507.0	2519024.0	2435422.0	2519180.0	2516899.0	2490806.0	2768712.0	2804890.0	2537984.0	2621899.0	3157797.0	2459155.0	2476052.0	2653687.0	2608111.0	2616951.0	3497466.0	2610416.0	2501204.0	2907929.0	2479981.0	2670974.0	2715833.0	2381006.0	2568868.0	2543377.0	2620117.0	2592432.0	2435944.0	2510602.0	2653441.0
V350181262_150_0	2734487.0	2564815.0	2917280.0	2698491.0	2775842.0	2760964.0	2736963.0	2932349.0	2901260.0	2634437.0	2596545.0	2526382.0	2700441.0	2583400.0	2805607.0	2683406.0	2810523.0	2589002.0	2589317.0	2763754.0	2987353.0	2665274.0	2635135.0	2622243.0	2973322.0	2979828.0	2914015.0	2609048.0	3101022.0	2647417.0	2583590.0	2658511.0	2809779.0	2850351.0	2533042.0	2771985.0	2827115.0	2756845.0	2744219.0	2624935.0	2656973.0	2807210.0
V350181262_158_8	2777985.0	2562229.0	2594416.0	2583255.0	2917780.0	2892350.0	2566394.0	2682479.0	2662690.0	2590873.0	2588457.0	2530707.0	2817372.0	2712449.0	2577968.0	2857223.0	2559525.0	2556074.0	2595271.0	2564924.0	2650690.0	2586664.0	2582643.0	2746521.0	2665452.0	2639661.0	2682783.0	2502125.0	2650797.0	2976305.0	2584051.0	2590006.0	2942318.0	2945921.0	2465756.0	2578157.0	2595610.0	2875042.0	2939355.0	2781594.0	2788135.0	2856684.0
V350181262_160_0	2608815.0	3381055.0	2611123.0	2512480.0	2659466.0	2648559.0	2529407.0	2615394.0	2639997.0	3007677.0	3161022.0	3049744.0	2575240.0	2580191.0	2545535.0	2609942.0	2524571.0	2987907.0	3171498.0	2557629.0	2616071.0	2973215.0	2562195.0	2602886.0	2665152.0	2599190.0	2646006.0	2904782.0	2584931.0	2582936.0	3625979.0	2578326.0	2676958.0	2730726.0	2448718.0	2578895.0	2535167.0	2623593.0	2644271.0	2595332.0	2649732.0	2669546.0
V350181262_98.46	2609125.0	2529458.0	2619635.0	2547482.0	2662679.0	2655218.0	2564217.0	2669540.0	2664029.0	2561186.0	2562269.0	2511000.0	2596649.0	2574537.0	2592912.0	2614291.0	2564978.0	2522245.0	2560421.0	2556261.0	2667723.0	2552216.0	2804700.0	2608164.0	2677545.0	2663131.0	2670981.0	2479590.0	2658631.0	2587098.0	2577847.0	2914444.0	2671389.0	2686221.0	2491729.0	2668139.0	2581200.0	2639428.0	2657709.0	2551564.0	2651114.0	2641811.0
V350181262_99.39	2963483.0	2631228.0	2790766.0	2659811.0	3020287.0	2993309.0	2656841.0	2820809.0	2857189.0	2717874.0	2708564.0	2593971.0	2951674.0	2762521.0	2668139.0	2961956.0	2681436.0	2613616.0	2681411.0	2736030.0	2813128.0	2672825.0	2643792.0	2790827.0	2882199.0	2803591.0	2878100.0	2669159.0	2810620.0	2939503.0	2678297.0	2672215.0	3325853.0	3109617.0	2525295.0	2751858.0	2705218.0	3036633.0	3051257.0	2882329.0	2876370.0	3055685.0
V350181321_113_0	3007026.0	2692474.0	2813761.0	2678011.0	3129667.0	3081966.0	2660511.0	2803694.0	2842333.0	2685591.0	2706995.0	2604171.0	2977661.0	2784343.0	2744121.0	2972675.0	2750938.0	2655884.0	2723223.0	2714428.0	2845058.0	2725359.0	2664165.0	2810099.0	2846181.0	2832169.0	2855511.0	2712746.0	2851717.0	2943047.0	2729553.0	2686933.0	3109493.0	3376919.0	2529754.0	2740118.0	2737014.0	3093852.0	3091071.0	2938629.0	2896658.0	3078379.0
V350181321_126_25	2494499.0	2428241.0	2534229.0	2475679.0	2515976.0	2510593.0	2512130.0	2570042.0	2594759.0	2439150.0	2457344.0	2400436.0	2439493.0	2447843.0	2544744.0	2472266.0	2525122.0	2393652.0	2448023.0	2495711.0	2590148.0	2440811.0	2487623.0	2479815.0	2599574.0	2590291.0	2594264.0	2381943.0	2535192.0	2465298.0	2449627.0	2494101.0	2526045.0	2531663.0	2678009.0	2641193.0	2517117.0	2473772.0	2520509.0	2442900.0	2491281.0	2509577.0
V350181321_132_0	2683491.0	2533018.0	2802255.0	2635248.0	2647368.0	2632398.0	2661160.0	2816312.0	2889517.0	2660872.0	2578705.0	2503100.0	2615570.0	2548735.0	2720993.0	2613027.0	2783261.0	2503175.0	2560903.0	2782157.0	2859806.0	2572530.0	2644017.0	2580902.0	2967043.0	2840629.0	2943596.0	2566059.0	2772195.0	2574389.0	2577933.0	2667871.0	2750092.0	2740268.0	2638195.0	3233225.0	2700064.0	2682338.0	2739055.0	2591806.0	2611962.0	2687557.0
V350181321_139_33	2648913.0	2514025.0	2821856.0	2647895.0	2693783.0	2687123.0	2707609.0	2811984.0	2832330.0	2577533.0	2551139.0	2479007.0	2585363.0	2562286.0	2780460.0	2608070.0	2752658.0	2488428.0	2537748.0	2655748.0	2882496.0	2580738.0	2576127.0	2587762.0	2850069.0	2871243.0	2845768.0	2543915.0	2830073.0	2594617.0	2538280.0	2584234.0	2707317.0	2739484.0	2518435.0	2703592.0	2943671.0	2674592.0	2679109.0	2563283.0	2603425.0	2738071.0
V350181323_162_0	2903950.0	2595354.0	2708383.0	2586128.0	3013118.0	2982386.0	2583030.0	2734171.0	2729576.0	2678836.0	2649497.0	2560141.0	2894881.0	2734048.0	2680884.0	2937751.0	2687604.0	2589272.0	2624052.0	2687567.0	2760719.0	2679561.0	2603703.0	2759024.0	2791603.0	2748082.0	2791800.0	2619979.0	2757916.0	2872809.0	2623474.0	2640591.0	3036786.0	3094210.0	2472942.0	2683914.0	2672578.0	3186380.0	2990832.0	2814652.0	2830772.0	2975537.0
V350181323_32_0	2886456.0	2618777.0	2700543.0	2642085.0	2984924.0	2949733.0	2649294.0	2778743.0	2777178.0	2666152.0	2644638.0	2575901.0	2910688.0	2765138.0	2685014.0	2933475.0	2693005.0	2607812.0	2651541.0	2693327.0	2749802.0	2636269.0	2633156.0	2791345.0	2806086.0	2738204.0	2814108.0	2590737.0	2746023.0	2937007.0	2644100.0	2658756.0	3051766.0	3091259.0	2519002.0	2739665.0	2677334.0	2990980.0	3200332.0	2858907.0	2841223.0	2977766.0
V350181323_34_8	2749590.0	2572523.0	2585002.0	2522963.0	2868768.0	2849104.0	2541568.0	2651557.0	2643579.0	2538999.0	2548086.0	2490782.0	2754542.0	2667003.0	2553534.0	2807790.0	2550243.0	2524306.0	2589958.0	2543656.0	2642460.0	2529909.0	2545061.0	2687190.0	2654743.0	2638065.0	2647337.0	2432506.0	2625157.0	2778193.0	2594078.0	2551840.0	2881611.0	2938032.0	2440642.0	2591242.0	2560332.0	2813313.0	2857849.0	2999565.0	2761779.0	2780901.0
V350181323_49_5	2748471.0	2628714.0	2622503.0	2581380.0	2894779.0	2880150.0	2583882.0	2707100.0	2669797.0	2609514.0	2642483.0	2588637.0	2757841.0	2754573.0	2618021.0	2859992.0	2576877.0	2594283.0	2632143.0	2585101.0	2678594.0	2598410.0	2665793.0	2815352.0	2684895.0	2671203.0	2701339.0	2508578.0	2657567.0	2784267.0	2648695.0	2651856.0	2876326.0	2896449.0	2488904.0	2612604.0	2600603.0	2830166.0	2840311.0	2762202.0	3151332.0	2792419.0
V350181323_51.95	3030299.0	2614560.0	2803755.0	2637010.0	3003533.0	2972207.0	2685925.0	2780561.0	2849397.0	2656265.0	2678959.0	2586749.0	2851455.0	2705335.0	2718384.0	2846425.0	2751204.0	2587758.0	2679633.0	2665288.0	2828328.0	2693221.0	2608293.0	2726898.0	2845214.0	2823198.0	2852265.0	2652425.0	2808160.0	2854132.0	2675238.0	2642926.0	3056077.0	3078657.0	2508940.0	2689772.0	2735997.0	2975619.0	2977608.0	2781996.0	2793174.0	3291142.0
